TRACT,YEAR,UNIT TYPE,UNITS,OCCUPIED,UNOCCUPIED,VACANCY RATE
188.03,2040,Mobile Home,230,229,1,0.00434782608695652
188.03,2040,Multifamily,309,309,0,0
188.03,2040,Single Family - Detached,2374,2261,113,0.0475989890480202
188.03,2045,Mobile Home,230,228,2,0.00869565217391304
188.03,2045,Multifamily,309,309,0,0
188.03,2045,Single Family - Detached,2414,2290,124,0.0513670256835128
188.03,2050,Mobile Home,230,225,5,0.0217391304347826
188.03,2050,Multifamily,309,309,0,0
188.03,2050,Single Family - Detached,2418,2289,129,0.0533498759305211
189.03,2012,Mobile Home,129,123,6,0.0465116279069767
189.03,2012,Multifamily,384,364,20,0.0520833333333333
189.03,2012,Single Family - Detached,1205,1181,24,0.0199170124481328
189.03,2020,Mobile Home,129,123,6,0.0465116279069767
189.03,2020,Multifamily,384,352,32,0.0833333333333333
189.03,2020,Single Family - Detached,1214,1175,39,0.0321252059308072
189.03,2025,Mobile Home,129,123,6,0.0465116279069767
189.03,2025,Multifamily,384,353,31,0.0807291666666667
189.03,2025,Single Family - Detached,1218,1192,26,0.0213464696223317
189.03,2030,Mobile Home,129,124,5,0.0387596899224806
189.03,2030,Multifamily,384,353,31,0.0807291666666667
189.03,2030,Single Family - Detached,1231,1211,20,0.016246953696182
189.03,2035,Mobile Home,129,124,5,0.0387596899224806
189.03,2035,Multifamily,384,354,30,0.078125
189.03,2035,Single Family - Detached,1264,1247,17,0.0134493670886076
189.03,2040,Mobile Home,129,125,4,0.0310077519379845
189.03,2040,Multifamily,384,353,31,0.0807291666666667
189.03,2040,Single Family - Detached,1281,1260,21,0.0163934426229508
189.03,2045,Mobile Home,129,124,5,0.0387596899224806
189.03,2045,Multifamily,394,352,42,0.106598984771574
189.03,2045,Single Family - Detached,1299,1262,37,0.0284834488067744
189.03,2050,Mobile Home,118,111,7,0.0593220338983051
189.03,2050,Multifamily,382,336,46,0.120418848167539
189.03,2050,Single Family - Detached,1310,1254,56,0.0427480916030534
189.04,2012,Mobile Home,0,0,0,
189.04,2012,Multifamily,817,758,59,0.0722154222766218
189.04,2012,Single Family - Detached,1153,1099,54,0.0468343451864701
189.04,2020,Mobile Home,0,0,0,
189.04,2020,Multifamily,735,665,70,0.0952380952380952
189.04,2020,Single Family - Detached,1150,1062,88,0.0765217391304348
189.04,2025,Mobile Home,0,0,0,
189.04,2025,Multifamily,735,681,54,0.073469387755102
189.04,2025,Single Family - Detached,1147,1083,64,0.0557977332170881
189.04,2030,Mobile Home,0,0,0,
189.04,2030,Multifamily,735,681,54,0.073469387755102
189.04,2030,Single Family - Detached,1193,1108,85,0.0712489522212909
189.04,2035,Mobile Home,0,0,0,
189.04,2035,Multifamily,735,687,48,0.0653061224489796
189.04,2035,Single Family - Detached,1206,1129,77,0.0638474295190713
189.04,2040,Mobile Home,0,0,0,
189.04,2040,Multifamily,799,736,63,0.0788485607008761
189.04,2040,Single Family - Detached,1197,1105,92,0.076858813700919
189.04,2045,Mobile Home,0,0,0,
189.04,2045,Multifamily,932,859,73,0.0783261802575107
189.04,2045,Single Family - Detached,1179,1080,99,0.083969465648855
189.04,2050,Mobile Home,0,0,0,
189.04,2050,Multifamily,925,851,74,0.08
189.04,2050,Single Family - Detached,1182,1097,85,0.071912013536379
189.05,2012,Mobile Home,77,74,3,0.038961038961039
189.05,2012,Multifamily,813,746,67,0.0824108241082411
189.05,2012,Single Family - Detached,1178,1144,34,0.0288624787775891
189.05,2020,Mobile Home,40,40,0,0
189.05,2020,Multifamily,991,927,64,0.0645812310797175
189.05,2020,Single Family - Detached,1186,1149,37,0.0311973018549747
189.05,2025,Mobile Home,40,40,0,0
189.05,2025,Multifamily,996,937,59,0.0592369477911647
189.05,2025,Single Family - Detached,1238,1200,38,0.0306946688206785
189.05,2030,Mobile Home,0,0,0,
189.05,2030,Multifamily,1003,943,60,0.0598205383848455
189.05,2030,Single Family - Detached,1278,1235,43,0.0336463223787167
189.05,2035,Mobile Home,0,0,0,
189.05,2035,Multifamily,1010,951,59,0.0584158415841584
189.05,2035,Single Family - Detached,1356,1313,43,0.0317109144542773
189.05,2040,Mobile Home,0,0,0,
189.05,2040,Multifamily,1078,1011,67,0.062152133580705
189.05,2040,Single Family - Detached,1400,1357,43,0.0307142857142857
189.05,2045,Mobile Home,0,0,0,
189.05,2045,Multifamily,1120,1052,68,0.0607142857142857
189.05,2045,Single Family - Detached,1470,1426,44,0.0299319727891156
189.05,2050,Mobile Home,0,0,0,
189.05,2050,Multifamily,1120,1052,68,0.0607142857142857
189.05,2050,Single Family - Detached,1492,1446,46,0.0308310991957105
189.06,2012,Mobile Home,273,226,47,0.172161172161172
189.06,2012,Multifamily,794,756,38,0.0478589420654912
189.06,2012,Single Family - Detached,1089,1016,73,0.0670339761248852
189.06,2020,Mobile Home,273,226,47,0.172161172161172
189.06,2020,Multifamily,699,678,21,0.0300429184549356
189.06,2020,Single Family - Detached,1345,1295,50,0.0371747211895911
189.06,2025,Mobile Home,273,226,47,0.172161172161172
189.06,2025,Multifamily,699,679,20,0.0286123032904149
189.06,2025,Single Family - Detached,1419,1371,48,0.0338266384778013
189.06,2030,Mobile Home,273,229,44,0.161172161172161
189.06,2030,Multifamily,699,678,21,0.0300429184549356
189.06,2030,Single Family - Detached,1489,1451,38,0.025520483546004
189.06,2035,Mobile Home,273,229,44,0.161172161172161
189.06,2035,Multifamily,699,679,20,0.0286123032904149
189.06,2035,Single Family - Detached,1510,1472,38,0.0251655629139073
189.06,2040,Mobile Home,225,189,36,0.16
189.06,2040,Multifamily,846,822,24,0.0283687943262411
189.06,2040,Single Family - Detached,1502,1464,38,0.0252996005326232
189.06,2045,Mobile Home,225,189,36,0.16
189.06,2045,Multifamily,871,845,26,0.0298507462686567
189.06,2045,Single Family - Detached,1497,1460,37,0.0247160988643955
189.06,2050,Mobile Home,225,187,38,0.168888888888889
189.06,2050,Multifamily,871,845,26,0.0298507462686567
189.06,2050,Single Family - Detached,1497,1459,38,0.0253841015364061
19,2012,Mobile Home,0,0,0,
19,2012,Multifamily,190,189,1,0.00526315789473684
19,2012,Single Family - Detached,1323,1285,38,0.0287226001511716
19,2020,Mobile Home,0,0,0,
19,2020,Multifamily,190,183,7,0.0368421052631579
19,2020,Single Family - Detached,1340,1303,37,0.0276119402985075
19,2025,Mobile Home,0,0,0,
19,2025,Multifamily,190,177,13,0.068421052631579
19,2025,Single Family - Detached,1340,1306,34,0.0253731343283582
19,2030,Mobile Home,0,0,0,
19,2030,Multifamily,210,193,17,0.080952380952381
19,2030,Single Family - Detached,1332,1298,34,0.0255255255255255
19,2035,Mobile Home,0,0,0,
19,2035,Multifamily,225,204,21,0.0933333333333333
19,2035,Single Family - Detached,1330,1294,36,0.0270676691729323
19,2040,Mobile Home,0,0,0,
19,2040,Multifamily,225,199,26,0.115555555555556
19,2040,Single Family - Detached,1330,1291,39,0.0293233082706767
19,2045,Mobile Home,0,0,0,
19,2045,Multifamily,225,196,29,0.128888888888889
19,2045,Single Family - Detached,1333,1291,42,0.0315078769692423
19,2050,Mobile Home,0,0,0,
19,2050,Multifamily,225,195,30,0.133333333333333
19,2050,Single Family - Detached,1333,1289,44,0.0330082520630158
190.01,2012,Mobile Home,105,105,0,0
190.01,2012,Multifamily,1,0,1,1
190.01,2012,Single Family - Detached,2262,2224,38,0.0167992926613616
190.01,2020,Mobile Home,105,105,0,0
190.01,2020,Multifamily,1,1,0,0
190.01,2020,Single Family - Detached,2424,2384,40,0.0165016501650165
190.01,2025,Mobile Home,105,105,0,0
190.01,2025,Multifamily,1,1,0,0
190.01,2025,Single Family - Detached,2652,2636,16,0.00603318250377074
190.01,2030,Mobile Home,105,105,0,0
190.01,2030,Multifamily,1,0,1,1
190.01,2030,Single Family - Detached,2843,2828,15,0.00527611677805135
190.01,2035,Mobile Home,105,105,0,0
190.01,2035,Multifamily,1,1,0,0
190.01,2035,Single Family - Detached,2991,2975,16,0.00534938147776663
190.01,2040,Mobile Home,105,105,0,0
190.01,2040,Multifamily,1,0,1,1
190.01,2040,Single Family - Detached,3055,3035,20,0.00654664484451719
190.01,2045,Mobile Home,105,105,0,0
190.01,2045,Multifamily,1,0,1,1
190.01,2045,Single Family - Detached,3113,3092,21,0.00674590427240604
190.01,2050,Mobile Home,105,104,1,0.00952380952380952
190.01,2050,Multifamily,1,0,1,1
190.01,2050,Single Family - Detached,3119,3099,20,0.00641231163834562
190.02,2012,Mobile Home,7,7,0,0
190.02,2012,Multifamily,0,0,0,
190.02,2012,Single Family - Detached,552,552,0,0
190.02,2020,Mobile Home,7,7,0,0
190.02,2020,Multifamily,0,0,0,
190.02,2020,Single Family - Detached,1334,1318,16,0.0119940029985007
190.02,2025,Mobile Home,7,7,0,0
190.02,2025,Multifamily,0,0,0,
190.02,2025,Single Family - Detached,1342,1317,25,0.018628912071535
190.02,2030,Mobile Home,7,6,1,0.142857142857143
190.02,2030,Multifamily,0,0,0,
190.02,2030,Single Family - Detached,1489,1460,29,0.0194761584956347
190.02,2035,Mobile Home,7,6,1,0.142857142857143
190.02,2035,Multifamily,0,0,0,
190.02,2035,Single Family - Detached,2083,2053,30,0.014402304368699
190.02,2040,Mobile Home,7,6,1,0.142857142857143
190.02,2040,Multifamily,0,0,0,
190.02,2040,Single Family - Detached,2121,2085,36,0.016973125884017
190.02,2045,Mobile Home,7,5,2,0.285714285714286
190.02,2045,Multifamily,0,0,0,
190.02,2045,Single Family - Detached,2147,2104,43,0.0200279459711225
190.02,2050,Mobile Home,7,4,3,0.428571428571429
190.02,2050,Multifamily,0,0,0,
190.02,2050,Single Family - Detached,2156,2112,44,0.0204081632653061
191.01,2012,Mobile Home,139,93,46,0.330935251798561
191.01,2012,Multifamily,10,10,0,0
191.01,2012,Single Family - Detached,2404,2399,5,0.00207986688851913
191.01,2020,Mobile Home,139,94,45,0.323741007194245
191.01,2020,Multifamily,10,10,0,0
191.01,2020,Single Family - Detached,2683,2673,10,0.00372717107715244
191.01,2025,Mobile Home,139,94,45,0.323741007194245
191.01,2025,Multifamily,10,10,0,0
191.01,2025,Single Family - Detached,2737,2729,8,0.00292290829375228
191.01,2030,Mobile Home,139,93,46,0.330935251798561
191.01,2030,Multifamily,10,10,0,0
191.01,2030,Single Family - Detached,2813,2804,9,0.00319943121222894
191.01,2035,Mobile Home,139,93,46,0.330935251798561
191.01,2035,Multifamily,10,10,0,0
191.01,2035,Single Family - Detached,3001,2993,8,0.00266577807397534
191.01,2040,Mobile Home,139,93,46,0.330935251798561
191.01,2040,Multifamily,10,10,0,0
191.01,2040,Single Family - Detached,3074,3057,17,0.005530253741054
191.01,2045,Mobile Home,139,93,46,0.330935251798561
191.01,2045,Multifamily,10,10,0,0
191.01,2045,Single Family - Detached,3125,3100,25,0.008
191.01,2050,Mobile Home,139,91,48,0.345323741007194
191.01,2050,Multifamily,10,10,0,0
191.01,2050,Single Family - Detached,3130,3103,27,0.00862619808306709
191.03,2012,Mobile Home,267,267,0,0
191.03,2012,Multifamily,18,9,9,0.5
191.03,2012,Single Family - Detached,1996,1948,48,0.0240480961923848
191.03,2020,Mobile Home,267,267,0,0
191.03,2020,Multifamily,18,15,3,0.166666666666667
191.03,2020,Single Family - Detached,2543,2477,66,0.0259535981124656
191.03,2025,Mobile Home,267,267,0,0
191.03,2025,Multifamily,18,16,2,0.111111111111111
191.03,2025,Single Family - Detached,2628,2574,54,0.0205479452054795
191.03,2030,Mobile Home,267,265,2,0.00749063670411985
191.03,2030,Multifamily,18,16,2,0.111111111111111
191.03,2030,Single Family - Detached,2736,2679,57,0.0208333333333333
191.03,2035,Mobile Home,267,265,2,0.00749063670411985
191.03,2035,Multifamily,18,17,1,0.0555555555555556
191.03,2035,Single Family - Detached,2863,2809,54,0.0188613342647572
191.03,2040,Mobile Home,267,266,1,0.00374531835205993
191.03,2040,Multifamily,19,18,1,0.0526315789473684
191.03,2040,Single Family - Detached,2902,2843,59,0.0203308063404549
191.03,2045,Mobile Home,267,265,2,0.00749063670411985
191.03,2045,Multifamily,19,18,1,0.0526315789473684
191.03,2045,Single Family - Detached,2943,2878,65,0.0220863064899762
191.03,2050,Mobile Home,267,260,7,0.0262172284644195
191.03,2050,Multifamily,19,18,1,0.0526315789473684
191.03,2050,Single Family - Detached,2944,2878,66,0.0224184782608696
191.05,2012,Mobile Home,561,290,271,0.483065953654189
191.05,2012,Multifamily,68,68,0,0
191.05,2012,Single Family - Detached,2043,1890,153,0.0748898678414097
191.05,2020,Mobile Home,561,290,271,0.483065953654189
191.05,2020,Multifamily,68,68,0,0
191.05,2020,Single Family - Detached,2420,2257,163,0.0673553719008265
191.05,2025,Mobile Home,561,290,271,0.483065953654189
191.05,2025,Multifamily,68,68,0,0
191.05,2025,Single Family - Detached,2493,2343,150,0.0601684717208183
191.05,2030,Mobile Home,561,289,272,0.484848484848485
191.05,2030,Multifamily,68,68,0,0
191.05,2030,Single Family - Detached,2659,2502,157,0.059044753666792
191.05,2035,Mobile Home,561,289,272,0.484848484848485
191.05,2035,Multifamily,68,68,0,0
191.05,2035,Single Family - Detached,2861,2720,141,0.0492834673191192
191.05,2040,Mobile Home,561,289,272,0.484848484848485
191.05,2040,Multifamily,120,120,0,0
191.05,2040,Single Family - Detached,2960,2812,148,0.05
191.05,2045,Mobile Home,561,289,272,0.484848484848485
191.05,2045,Multifamily,615,615,0,0
191.05,2045,Single Family - Detached,3031,2896,135,0.0445397558561531
191.05,2050,Mobile Home,561,285,276,0.491978609625668
191.05,2050,Multifamily,615,615,0,0
191.05,2050,Single Family - Detached,3035,2900,135,0.0444810543657331
191.06,2012,Mobile Home,128,124,4,0.03125
191.06,2012,Multifamily,2,0,2,1
191.06,2012,Single Family - Detached,2875,2812,63,0.0219130434782609
191.06,2020,Mobile Home,109,106,3,0.0275229357798165
191.06,2020,Multifamily,2,2,0,0
191.06,2020,Single Family - Detached,3141,3071,70,0.0222858962113976
191.06,2025,Mobile Home,109,106,3,0.0275229357798165
191.06,2025,Multifamily,2,2,0,0
191.06,2025,Single Family - Detached,3235,3171,64,0.0197836166924266
191.06,2030,Mobile Home,109,104,5,0.0458715596330275
191.06,2030,Multifamily,2,0,2,1
191.06,2030,Single Family - Detached,3350,3284,66,0.0197014925373134
191.06,2035,Mobile Home,109,104,5,0.0458715596330275
191.06,2035,Multifamily,2,2,0,0
191.06,2035,Single Family - Detached,3510,3437,73,0.0207977207977208
191.06,2040,Mobile Home,109,105,4,0.036697247706422
191.06,2040,Multifamily,2,0,2,1
191.06,2040,Single Family - Detached,3558,3481,77,0.0216413715570545
191.06,2045,Mobile Home,109,104,5,0.0458715596330275
191.06,2045,Multifamily,2,0,2,1
191.06,2045,Single Family - Detached,3604,3520,84,0.02330743618202
191.06,2050,Mobile Home,109,98,11,0.100917431192661
191.06,2050,Multifamily,2,0,2,1
191.06,2050,Single Family - Detached,3607,3519,88,0.0243970058220128
191.07,2012,Mobile Home,220,220,0,0
191.07,2012,Multifamily,0,0,0,
191.07,2012,Single Family - Detached,595,555,40,0.0672268907563025
191.07,2020,Mobile Home,220,220,0,0
191.07,2020,Multifamily,0,0,0,
191.07,2020,Single Family - Detached,625,568,57,0.0912
191.07,2025,Mobile Home,220,220,0,0
191.07,2025,Multifamily,0,0,0,
191.07,2025,Single Family - Detached,638,597,41,0.0642633228840125
191.07,2030,Mobile Home,220,220,0,0
191.07,2030,Multifamily,0,0,0,
191.07,2030,Single Family - Detached,650,606,44,0.0676923076923077
191.07,2035,Mobile Home,220,220,0,0
191.07,2035,Multifamily,0,0,0,
191.07,2035,Single Family - Detached,688,652,36,0.0523255813953488
191.07,2040,Mobile Home,220,220,0,0
191.07,2040,Multifamily,0,0,0,
191.07,2040,Single Family - Detached,688,650,38,0.0552325581395349
191.07,2045,Mobile Home,220,220,0,0
191.07,2045,Multifamily,0,0,0,
191.07,2045,Single Family - Detached,694,650,44,0.0634005763688761
191.07,2050,Mobile Home,220,219,1,0.00454545454545455
191.07,2050,Multifamily,0,0,0,
191.07,2050,Single Family - Detached,695,651,44,0.0633093525179856
192.03,2012,Mobile Home,28,22,6,0.214285714285714
192.03,2012,Multifamily,40,40,0,0
192.03,2012,Single Family - Detached,899,887,12,0.0133481646273637
192.03,2020,Mobile Home,28,23,5,0.178571428571429
192.03,2020,Multifamily,40,40,0,0
192.03,2020,Single Family - Detached,985,970,15,0.0152284263959391
192.03,2025,Mobile Home,28,22,6,0.214285714285714
192.03,2025,Multifamily,40,40,0,0
192.03,2025,Single Family - Detached,989,978,11,0.0111223458038423
192.03,2030,Mobile Home,28,22,6,0.214285714285714
192.03,2030,Multifamily,41,41,0,0
192.03,2030,Single Family - Detached,989,976,13,0.0131445904954499
192.03,2035,Mobile Home,28,23,5,0.178571428571429
192.03,2035,Multifamily,44,44,0,0
192.03,2035,Single Family - Detached,989,978,11,0.0111223458038423
192.03,2040,Mobile Home,28,23,5,0.178571428571429
192.03,2040,Multifamily,92,92,0,0
192.03,2040,Single Family - Detached,989,975,14,0.0141557128412538
192.03,2045,Mobile Home,28,23,5,0.178571428571429
192.03,2045,Multifamily,92,92,0,0
192.03,2045,Single Family - Detached,989,972,17,0.0171890798786653
192.03,2050,Mobile Home,28,23,5,0.178571428571429
192.03,2050,Multifamily,92,92,0,0
192.03,2050,Single Family - Detached,998,980,18,0.0180360721442886
192.05,2012,Mobile Home,568,461,107,0.188380281690141
192.05,2012,Multifamily,624,617,7,0.0112179487179487
192.05,2012,Single Family - Detached,955,948,7,0.00732984293193717
192.05,2020,Mobile Home,568,455,113,0.198943661971831
192.05,2020,Multifamily,624,617,7,0.0112179487179487
192.05,2020,Single Family - Detached,960,953,7,0.00729166666666667
192.05,2025,Mobile Home,568,455,113,0.198943661971831
192.05,2025,Multifamily,624,617,7,0.0112179487179487
192.05,2025,Single Family - Detached,962,956,6,0.00623700623700624
